days,repository_language,lang_count
2013-02-02,CoffeeScript,334
2013-02-03,CoffeeScript,435
2013-02-04,CoffeeScript,420
2013-02-05,CoffeeScript,561
2013-02-06,CoffeeScript,410
2013-02-07,CoffeeScript,466
2013-02-08,CoffeeScript,449
2013-02-09,CoffeeScript,340
2013-02-10,CoffeeScript,519
2013-02-11,CoffeeScript,414
2013-02-12,CoffeeScript,416
2013-02-13,CoffeeScript,471
2013-02-14,CoffeeScript,503
2013-02-15,CoffeeScript,492
2013-02-16,CoffeeScript,421
2013-02-17,CoffeeScript,381
2013-02-18,CoffeeScript,566
2013-02-19,CoffeeScript,644
2013-02-20,CoffeeScript,619
2013-02-21,CoffeeScript,840
2013-02-22,CoffeeScript,744
2013-02-23,CoffeeScript,495
2013-02-24,CoffeeScript,722
2013-02-25,CoffeeScript,565
2013-02-26,CoffeeScript,950
2013-02-27,CoffeeScript,710
2013-02-28,CoffeeScript,684
2013-03-01,CoffeeScript,655
2013-03-02,CoffeeScript,485
2013-03-03,CoffeeScript,516
2013-03-04,CoffeeScript,818
2013-03-05,CoffeeScript,691
2013-03-06,CoffeeScript,843
2013-03-07,CoffeeScript,653
2013-03-08,CoffeeScript,813
2013-03-09,CoffeeScript,619
2013-03-10,CoffeeScript,732
2013-03-11,CoffeeScript,701
2013-03-12,CoffeeScript,692
2013-03-13,CoffeeScript,763
2013-03-14,CoffeeScript,704
2013-03-15,CoffeeScript,592
2013-03-16,CoffeeScript,567
2013-03-17,CoffeeScript,653
2013-03-18,CoffeeScript,736
2013-03-19,CoffeeScript,728
2013-03-20,CoffeeScript,845
2013-03-21,CoffeeScript,818
2013-03-22,CoffeeScript,704
2013-03-23,CoffeeScript,572
2013-03-24,CoffeeScript,810
2013-03-25,CoffeeScript,865
2013-03-26,CoffeeScript,756
2013-03-27,CoffeeScript,840
2013-03-28,CoffeeScript,783
2013-03-29,CoffeeScript,686
2013-03-30,CoffeeScript,653
2013-03-31,CoffeeScript,619
2013-04-01,CoffeeScript,723
2013-04-02,CoffeeScript,789
2013-04-03,CoffeeScript,668
2013-04-04,CoffeeScript,814
2013-04-05,CoffeeScript,804
2013-04-06,CoffeeScript,630
2013-04-07,CoffeeScript,587
2013-04-08,CoffeeScript,762
2013-04-09,CoffeeScript,863
2013-04-10,CoffeeScript,761
2013-04-11,CoffeeScript,702
2013-04-12,CoffeeScript,781
2013-04-13,CoffeeScript,470
2013-04-14,CoffeeScript,639
2013-04-15,CoffeeScript,738
2013-04-16,CoffeeScript,643
2013-04-17,CoffeeScript,570
2013-04-18,CoffeeScript,691
2013-04-19,CoffeeScript,761
2013-04-20,CoffeeScript,463
2013-04-21,CoffeeScript,491
2013-04-22,CoffeeScript,728
2013-04-23,CoffeeScript,833
2013-04-24,CoffeeScript,764
2013-04-25,CoffeeScript,718
2013-04-26,CoffeeScript,643
2013-04-27,CoffeeScript,661
2013-04-28,CoffeeScript,771
2013-04-29,CoffeeScript,781
2013-04-30,CoffeeScript,666
2013-05-01,CoffeeScript,663
2013-05-02,CoffeeScript,663
2013-05-03,CoffeeScript,728
2013-05-04,CoffeeScript,495
2013-05-05,CoffeeScript,596
2013-05-06,CoffeeScript,744
2013-05-07,CoffeeScript,802
2013-05-08,CoffeeScript,839
2013-05-09,CoffeeScript,852
2013-05-10,CoffeeScript,949
2013-05-11,CoffeeScript,619
2013-05-12,CoffeeScript,631
2013-05-13,CoffeeScript,810
2013-05-14,CoffeeScript,825
2013-05-15,CoffeeScript,835
2013-05-16,CoffeeScript,654
2013-05-17,CoffeeScript,760
2013-05-18,CoffeeScript,516
2013-05-19,CoffeeScript,432
2013-05-20,CoffeeScript,654
2013-05-21,CoffeeScript,693
2013-05-22,CoffeeScript,752
2013-05-23,CoffeeScript,804
2013-05-24,CoffeeScript,787
2013-05-25,CoffeeScript,664
2013-05-26,CoffeeScript,672
2013-05-27,CoffeeScript,761
2013-05-28,CoffeeScript,788
2013-05-29,CoffeeScript,835
2013-05-30,CoffeeScript,886
2013-05-31,CoffeeScript,713
2013-06-01,CoffeeScript,620
2013-06-02,CoffeeScript,791
2013-06-03,CoffeeScript,750
2013-06-04,CoffeeScript,759
2013-06-05,CoffeeScript,804
2013-06-06,CoffeeScript,859
2013-06-07,CoffeeScript,876
2013-06-08,CoffeeScript,490
2013-06-09,CoffeeScript,544
2013-06-10,CoffeeScript,737
2013-06-11,CoffeeScript,793
2013-06-12,CoffeeScript,816
2013-06-13,CoffeeScript,938
2013-06-14,CoffeeScript,859
2013-06-15,CoffeeScript,470
2013-06-16,CoffeeScript,727
2013-06-17,CoffeeScript,767
2013-06-18,CoffeeScript,761
2013-06-19,CoffeeScript,749
2013-06-20,CoffeeScript,840
2013-06-21,CoffeeScript,759
2013-06-22,CoffeeScript,661
2013-06-23,CoffeeScript,600
2013-06-24,CoffeeScript,701
2013-06-25,CoffeeScript,806
2013-06-26,CoffeeScript,687
2013-06-27,CoffeeScript,667
2013-06-28,CoffeeScript,647
2013-06-29,CoffeeScript,592
2013-06-30,CoffeeScript,616
2013-07-01,CoffeeScript,767
2013-07-02,CoffeeScript,741
2013-07-03,CoffeeScript,770
2013-07-04,CoffeeScript,836
2013-07-05,CoffeeScript,729
2013-07-06,CoffeeScript,669
2013-07-07,CoffeeScript,560
2013-07-08,CoffeeScript,841
2013-07-09,CoffeeScript,835
2013-07-10,CoffeeScript,810
2013-07-11,CoffeeScript,777
2013-07-12,CoffeeScript,810
2013-07-13,CoffeeScript,527
2013-07-14,CoffeeScript,497
2013-07-15,CoffeeScript,830
2013-07-16,CoffeeScript,932
2013-07-17,CoffeeScript,888
2013-07-18,CoffeeScript,846
2013-07-19,CoffeeScript,825
2013-07-20,CoffeeScript,637
2013-07-21,CoffeeScript,579
2013-07-22,CoffeeScript,759
2013-07-23,CoffeeScript,916
2013-07-24,CoffeeScript,805
2013-07-25,CoffeeScript,967
2013-07-26,CoffeeScript,758
2013-07-27,CoffeeScript,605
2013-07-28,CoffeeScript,622
2013-07-29,CoffeeScript,857
2013-07-30,CoffeeScript,995
2013-07-31,CoffeeScript,785
2013-08-01,CoffeeScript,814
2013-08-02,CoffeeScript,710
2013-08-03,CoffeeScript,489
2013-08-04,CoffeeScript,519
2013-08-05,CoffeeScript,818
2013-08-06,CoffeeScript,837
2013-08-07,CoffeeScript,725
2013-08-08,CoffeeScript,801
2013-08-09,CoffeeScript,899
2013-08-10,CoffeeScript,484
2013-08-11,CoffeeScript,548
2013-08-12,CoffeeScript,690
2013-08-13,CoffeeScript,811
2013-08-14,CoffeeScript,790
2013-08-15,CoffeeScript,665
2013-08-16,CoffeeScript,774
2013-08-17,CoffeeScript,485
2013-08-18,CoffeeScript,578
2013-08-19,CoffeeScript,811
2013-08-20,CoffeeScript,703
2013-08-21,CoffeeScript,861
2013-08-22,CoffeeScript,773
2013-08-23,CoffeeScript,625
2013-08-24,CoffeeScript,504
2013-08-25,CoffeeScript,647
2013-08-26,CoffeeScript,732
2013-08-27,CoffeeScript,734
2013-08-28,CoffeeScript,757
2013-08-29,CoffeeScript,877
2013-08-30,CoffeeScript,798
2013-08-31,CoffeeScript,737
2013-09-01,CoffeeScript,649
2013-09-02,CoffeeScript,696
2013-09-03,CoffeeScript,757
2013-09-04,CoffeeScript,328
2013-09-06,CoffeeScript,745
2013-09-07,CoffeeScript,623
2013-09-08,CoffeeScript,584
2013-09-09,CoffeeScript,773
2013-09-10,CoffeeScript,781
2013-09-11,CoffeeScript,1043
2013-09-12,CoffeeScript,800
2013-09-13,CoffeeScript,853
2013-09-14,CoffeeScript,670
2013-09-15,CoffeeScript,606
2013-09-16,CoffeeScript,926
2013-09-17,CoffeeScript,874
2013-09-18,CoffeeScript,1013
2013-09-19,CoffeeScript,663
2013-09-20,CoffeeScript,789
2013-09-21,CoffeeScript,444
2013-09-22,CoffeeScript,477
2013-09-23,CoffeeScript,660
2013-09-24,CoffeeScript,683
2013-09-25,CoffeeScript,692
2013-09-26,CoffeeScript,764
2013-09-27,CoffeeScript,738
2013-09-28,CoffeeScript,525
2013-09-29,CoffeeScript,682
2013-09-30,CoffeeScript,765
2013-10-01,CoffeeScript,786
2013-10-02,CoffeeScript,741
2013-10-03,CoffeeScript,797
2013-10-04,CoffeeScript,801
2013-10-05,CoffeeScript,530
2013-10-06,CoffeeScript,582
2013-10-07,CoffeeScript,725
2013-10-08,CoffeeScript,909
2013-10-09,CoffeeScript,874
2013-10-10,CoffeeScript,906
2013-10-11,CoffeeScript,901
2013-10-12,CoffeeScript,736
2013-10-13,CoffeeScript,545
