days,repository_language,lang_count
2012-10-24,Clojure,396
2012-10-25,Clojure,393
2012-10-26,Clojure,358
2012-10-27,Clojure,223
2012-10-28,Clojure,243
2012-10-29,Clojure,183
2012-10-30,Clojure,237
2012-10-31,Clojure,216
2012-11-01,Clojure,329
2012-11-02,Clojure,269
2012-11-03,Clojure,194
2012-11-04,Clojure,223
2012-11-05,Clojure,244
2012-11-06,Clojure,192
2012-11-07,Clojure,265
2012-11-08,Clojure,252
2012-11-09,Clojure,212
2012-11-10,Clojure,210
2012-11-11,Clojure,173
2012-11-12,Clojure,275
2012-11-13,Clojure,360
2012-11-14,Clojure,391
2012-11-15,Clojure,309
2012-11-16,Clojure,297
2012-11-17,Clojure,271
2012-11-18,Clojure,205
2012-11-19,Clojure,278
2012-11-20,Clojure,344
2012-11-21,Clojure,263
2012-11-22,Clojure,188
2012-11-23,Clojure,218
2012-11-24,Clojure,209
2012-11-25,Clojure,230
2012-11-26,Clojure,261
2012-11-27,Clojure,271
2012-11-28,Clojure,235
2012-11-29,Clojure,226
2012-11-30,Clojure,221
2012-12-01,Clojure,207
2012-12-02,Clojure,235
2012-12-03,Clojure,298
2012-12-04,Clojure,341
2012-12-05,Clojure,271
2012-12-06,Clojure,232
2012-12-07,Clojure,191
2012-12-08,Clojure,170
2012-12-09,Clojure,232
2012-12-10,Clojure,258
2012-12-11,Clojure,284
2012-12-12,Clojure,267
2012-12-13,Clojure,336
2012-12-14,Clojure,282
2012-12-15,Clojure,199
2012-12-16,Clojure,349
2012-12-17,Clojure,277
2012-12-18,Clojure,322
2012-12-19,Clojure,251
2012-12-20,Clojure,234
2012-12-21,Clojure,167
2012-12-22,Clojure,165
2012-12-23,Clojure,200
2012-12-24,Clojure,200
2012-12-25,Clojure,134
2012-12-26,Clojure,225
2012-12-27,Clojure,208
2012-12-28,Clojure,274
2012-12-29,Clojure,228
2012-12-30,Clojure,199
2012-12-31,Clojure,283
2013-01-01,Clojure,181
2013-01-02,Clojure,312
2013-01-03,Clojure,248
2013-01-04,Clojure,255
2013-01-05,Clojure,280
2013-01-06,Clojure,253
2013-01-07,Clojure,305
2013-01-08,Clojure,326
2013-01-09,Clojure,325
2013-01-10,Clojure,336
2013-01-11,Clojure,296
2013-01-12,Clojure,235
2013-01-13,Clojure,273
2013-01-14,Clojure,252
2013-01-15,Clojure,272
2013-01-16,Clojure,249
2013-01-17,Clojure,238
2013-01-18,Clojure,199
2013-01-19,Clojure,172
2013-01-20,Clojure,228
2013-01-21,Clojure,173
2013-01-22,Clojure,243
2013-01-23,Clojure,258
2013-01-24,Clojure,236
2013-01-25,Clojure,270
2013-01-26,Clojure,216
2013-01-27,Clojure,226
2013-01-28,Clojure,278
2013-01-29,Clojure,290
2013-01-30,Clojure,239
2013-01-31,Clojure,206
2013-02-01,Clojure,233
2013-02-02,Clojure,177
2013-02-03,Clojure,205
2013-02-04,Clojure,191
2013-02-05,Clojure,253
2013-02-06,Clojure,224
2013-02-07,Clojure,193
2013-02-08,Clojure,220
2013-02-09,Clojure,152
2013-02-10,Clojure,130
2013-02-11,Clojure,258
2013-02-12,Clojure,255
2013-02-13,Clojure,252
2013-02-14,Clojure,206
2013-02-15,Clojure,207
2013-02-16,Clojure,182
2013-02-17,Clojure,181
2013-02-18,Clojure,213
2013-02-19,Clojure,216
2013-02-20,Clojure,183
2013-02-21,Clojure,349
2013-02-22,Clojure,350
2013-02-23,Clojure,246
2013-02-24,Clojure,253
2013-02-25,Clojure,272
2013-02-26,Clojure,405
2013-02-27,Clojure,323
2013-02-28,Clojure,336
2013-03-01,Clojure,376
2013-03-02,Clojure,319
2013-03-03,Clojure,305
2013-03-04,Clojure,384
2013-03-05,Clojure,343
2013-03-06,Clojure,380
2013-03-07,Clojure,380
2013-03-08,Clojure,366
2013-03-09,Clojure,333
2013-03-10,Clojure,324
2013-03-11,Clojure,418
2013-03-12,Clojure,412
2013-03-13,Clojure,516
